지점,지점명,일시,10CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s)
970,철원장흥,2004-10-31,16.0,11.2,10.3,,38.2016,127.25024,68.66666666666667,0.15
970,철원장흥,2004-11-01,16.0,12.0,12.0,,38.2016,127.25024,74.33333333333333,0.4
970,철원장흥,2004-11-02,17.0,9.3,10.1,,38.2016,127.25024,84.0,1.6
970,철원장흥,2004-11-03,17.0,8.7,10.2,,38.2016,127.25024,80.66666666666667,0.75
970,철원장흥,2004-11-04,17.0,9.6,9.7,,38.2016,127.25024,79.66666666666667,0.4499999999999999
970,철원장흥,2004-11-05,17.0,7.9,7.9,,38.2016,127.25024,87.0,1.15
970,철원장흥,2004-11-06,20.0,5.3,6.1,,38.2016,127.25024,67.0,0.5
970,철원장흥,2004-11-07,19.0,7.0,5.0,,38.2016,127.25024,68.66666666666667,0.4
970,철원장흥,2004-11-08,19.0,10.3,8.7,,38.2016,127.25024,76.0,0.65
970,철원장흥,2004-11-09,19.0,13.3,12.1,,38.2016,127.25024,82.66666666666667,0.15
970,철원장흥,2004-11-10,19.0,10.8,10.9,,38.2016,127.25024,94.33333333333331,0.3
970,철원장흥,2004-11-11,23.0,12.4,12.6,,38.2016,127.25024,95.66666666666669,0.8999999999999999
970,철원장흥,2004-11-12,22.0,3.4,3.9,,38.2016,127.25024,58.333333333333336,1.5499999999999998
970,철원장흥,2004-11-13,22.0,1.7,2.2,,38.2016,127.25024,73.33333333333333,0.4
970,철원장흥,2004-11-14,22.0,3.6,4.5,,38.2016,127.25024,77.66666666666667,0.2
970,철원장흥,2004-11-15,22.0,3.4,3.1,,38.2016,127.25024,43.66666666666666,1.95
970,철원장흥,2004-11-16,21.0,3.8,2.6,,38.2016,127.25024,68.33333333333333,1.35
970,철원장흥,2004-11-17,21.0,5.9,4.4,,38.2016,127.25024,74.33333333333333,0.8500000000000001
970,철원장흥,2004-11-18,21.0,6.9,6.1,,38.2016,127.25024,78.33333333333333,0.4499999999999999
970,철원장흥,2004-11-19,21.0,4.0,4.9,,38.2016,127.25024,88.66666666666667,0.2
970,철원장흥,2004-11-20,21.0,3.7,3.4,,38.2016,127.25024,73.66666666666667,0.95
970,철원장흥,2004-11-21,21.0,2.1,2.1,,38.2016,127.25024,78.0,0.5
970,철원장흥,2004-11-22,20.0,2.9,1.6,,38.2016,127.25024,79.0,0.35
970,철원장흥,2004-11-23,20.0,3.7,2.9,,38.2016,127.25024,85.0,0.3
970,철원장흥,2004-11-24,20.0,6.5,5.9,,38.2016,127.25024,86.66666666666667,0.3999999999999999
970,철원장흥,2004-11-25,20.0,6.0,6.5,,38.2016,127.25024,85.0,0.2
970,철원장흥,2004-11-26,24.0,2.9,2.8,,38.2016,127.25024,83.66666666666667,2.45
970,철원장흥,2004-11-27,22.0,4.0,3.1,,38.2016,127.25024,81.33333333333333,1.15
970,철원장흥,2004-11-28,22.0,1.8,3.4,,38.2016,127.25024,91.33333333333331,0.25
970,철원장흥,2004-11-29,22.0,0.0,0.0,,38.2016,127.25024,80.0,0.25
970,철원장흥,2004-11-30,22.0,0.1,-0.1,,38.2016,127.25024,82.33333333333333,0.3
970,철원장흥,2004-12-01,22.0,0.5,-0.1,,38.2016,127.25024,82.66666666666667,0.15
970,철원장흥,2004-12-02,21.0,3.0,1.0,,38.2016,127.25024,78.66666666666667,0.15
970,철원장흥,2004-12-03,21.0,4.3,2.3,,38.2016,127.25024,83.33333333333333,0.4499999999999999
970,철원장흥,2004-12-04,22.0,5.4,4.9,,38.2016,127.25024,95.33333333333331,0.2
970,철원장흥,2004-12-05,23.0,0.7,1.9,,38.2016,127.25024,71.66666666666667,1.5
970,철원장흥,2004-12-06,22.0,-0.3,-1.3,,38.2016,127.25024,78.0,1.35
970,철원장흥,2004-12-07,23.0,2.2,1.3,,38.2016,127.25024,67.0,1.6
970,철원장흥,2004-12-08,22.0,2.2,1.2,,38.2016,127.25024,80.33333333333333,0.4
970,철원장흥,2004-12-09,22.0,3.4,2.7,,38.2016,127.25024,78.0,0.4499999999999999
970,철원장흥,2004-12-10,22.0,5.5,4.2,,38.2016,127.25024,60.0,1.8
970,철원장흥,2004-12-11,22.0,-0.9,-1.7,,38.2016,127.25024,72.66666666666667,0.1
970,철원장흥,2004-12-12,22.0,0.2,-0.6,,38.2016,127.25024,79.0,0.4499999999999999
970,철원장흥,2004-12-13,21.0,-2.1,-2.4,,38.2016,127.25024,83.0,0.15
970,철원장흥,2004-12-14,21.0,-0.3,-1.6,,38.2016,127.25024,73.33333333333333,0.25
970,철원장흥,2004-12-15,21.0,1.4,0.4,,38.2016,127.25024,87.33333333333333,0.25
970,철원장흥,2004-12-16,23.0,0.9,2.3,,38.2016,127.25024,93.66666666666669,0.25
970,철원장흥,2004-12-17,22.0,0.0,0.3,,38.2016,127.25024,83.66666666666667,0.5
970,철원장흥,2004-12-18,22.0,0.8,0.8,,38.2016,127.25024,88.0,0.5
970,철원장흥,2004-12-19,22.0,1.7,1.1,,38.2016,127.25024,79.66666666666667,0.55
970,철원장흥,2004-12-20,22.0,-5.2,-2.8,,38.2016,127.25024,64.33333333333333,1.15
970,철원장흥,2004-12-21,21.0,-6.7,-4.9,,38.2016,127.25024,76.66666666666667,0.3
970,철원장흥,2004-12-22,20.0,-7.3,-5.5,,38.2016,127.25024,75.33333333333333,0.3
970,철원장흥,2004-12-23,18.0,-6.7,-6.2,,38.2016,127.25024,74.66666666666667,0.3
970,철원장흥,2004-12-24,16.0,-4.9,-4.3,,38.2016,127.25024,78.33333333333333,0.2
970,철원장흥,2004-12-25,15.0,-5.6,-4.9,,38.2016,127.25024,76.66666666666667,0.9
970,철원장흥,2005-05-18,25.0,14.3,15.1,,38.2016,127.25024,92.33333333333331,1.6
970,철원장흥,2005-05-19,24.0,15.6,19.7,,38.2016,127.25024,71.0,1.5
970,철원장흥,2005-05-20,24.0,16.4,22.6,,38.2016,127.25024,60.66666666666666,1.3
970,철원장흥,2005-05-21,23.0,15.4,20.7,,38.2016,127.25024,59.333333333333336,1.15
970,철원장흥,2005-05-22,22.0,13.7,15.8,,38.2016,127.25024,74.33333333333333,0.75
970,철원장흥,2005-05-23,22.0,15.3,20.5,,38.2016,127.25024,67.66666666666667,1.5499999999999998
970,철원장흥,2005-05-24,21.0,16.2,23.7,,38.2016,127.25024,61.333333333333336,0.85
970,철원장흥,2005-05-25,20.0,16.9,23.3,,38.2016,127.25024,65.0,1.3
970,철원장흥,2005-05-26,19.0,18.5,24.9,,38.2016,127.25024,67.66666666666667,1.8
970,철원장흥,2005-05-27,18.0,18.4,27.1,,38.2016,127.25024,60.0,0.55
970,철원장흥,2005-05-28,18.0,19.2,26.6,,38.2016,127.25024,58.66666666666666,0.4499999999999999
970,철원장흥,2005-05-29,17.0,20.8,28.1,,38.2016,127.25024,56.66666666666666,0.4499999999999999
970,철원장흥,2005-05-30,17.0,20.0,28.3,,38.2016,127.25024,56.333333333333336,1.5
970,철원장흥,2005-05-31,16.0,18.5,27.4,,38.2016,127.25024,51.333333333333336,1.35
970,철원장흥,2005-06-01,16.0,18.3,23.6,,38.2016,127.25024,61.66666666666666,0.8
970,철원장흥,2005-06-02,15.0,19.4,25.6,,38.2016,127.25024,78.33333333333333,1.35
970,철원장흥,2006-08-03,26.0,26.2,31.0,,38.2016,127.25024,77.33333333333333,0.3
970,철원장흥,2006-08-04,24.0,26.7,31.5,,38.2016,127.25024,75.33333333333333,0.4
970,철원장흥,2006-08-05,24.0,27.1,32.0,,38.2016,127.25024,76.66666666666667,0.35
970,철원장흥,2006-08-06,23.0,27.3,32.8,,38.2016,127.25024,76.66666666666667,0.6
970,철원장흥,2006-08-07,21.0,26.4,31.5,,38.2016,127.25024,79.33333333333333,0.3
970,철원장흥,2006-08-08,19.0,26.9,32.3,,38.2016,127.25024,79.0,0.35
970,철원장흥,2006-08-10,17.0,26.6,33.2,,38.2016,127.25024,77.33333333333333,0.65
970,철원장흥,2006-08-11,17.0,24.4,30.4,,38.2016,127.25024,84.0,0.6000000000000001
970,철원장흥,2006-08-12,16.0,25.7,32.5,,38.2016,127.25024,80.33333333333333,0.35
970,철원장흥,2006-08-13,16.0,26.9,34.1,,38.2016,127.25024,80.33333333333333,0.25
970,철원장흥,2006-08-14,16.0,28.0,33.8,,38.2016,127.25024,80.66666666666667,0.35
970,철원장흥,2006-08-15,16.0,28.2,34.8,,38.2016,127.25024,80.0,0.5
970,철원장흥,2006-08-16,16.0,26.3,29.5,,38.2016,127.25024,82.0,1.95
970,철원장흥,2006-08-17,16.0,24.1,25.5,,38.2016,127.25024,80.66666666666667,2.45
970,철원장흥,2006-08-18,16.0,24.4,27.4,,38.2016,127.25024,61.333333333333336,3.5
970,철원장흥,2006-08-19,16.0,22.1,24.2,,38.2016,127.25024,60.0,5.1
970,철원장흥,2006-08-20,16.0,22.1,23.7,,38.2016,127.25024,77.0,1.7000000000000002
970,철원장흥,2006-08-21,16.0,25.2,29.6,,38.2016,127.25024,79.0,0.3
970,철원장흥,2006-08-22,16.0,27.0,32.9,,38.2016,127.25024,76.33333333333333,0.4499999999999999
970,철원장흥,2006-08-23,16.0,25.4,28.9,,38.2016,127.25024,83.0,0.4
970,철원장흥,2006-08-28,16.0,24.6,27.4,,38.2016,127.25024,80.33333333333333,0.8
970,철원장흥,2006-08-29,16.0,22.0,24.1,,38.2016,127.25024,93.33333333333331,0.4499999999999999
970,철원장흥,2006-08-30,16.0,23.3,25.9,,38.2016,127.25024,76.33333333333333,1.5
970,철원장흥,2006-08-31,16.0,22.9,26.2,,38.2016,127.25024,73.33333333333333,1.5
970,철원장흥,2006-09-01,16.0,21.0,26.7,,38.2016,127.25024,71.33333333333333,0.75
970,철원장흥,2006-09-02,16.0,22.5,28.9,,38.2016,127.25024,74.66666666666667,0.3
970,철원장흥,2006-09-03,16.0,23.1,29.7,,38.2016,127.25024,78.33333333333333,0.5
970,철원장흥,2006-09-04,16.0,18.6,20.7,,38.2016,127.25024,90.66666666666669,0.75
970,철원장흥,2006-09-05,16.0,18.9,26.0,,38.2016,127.25024,67.0,1.65
970,철원장흥,2006-09-06,16.0,17.0,23.2,,38.2016,127.25024,78.0,0.5
970,철원장흥,2006-09-07,16.0,19.0,24.8,,38.2016,127.25024,72.0,0.6
970,철원장흥,2006-09-08,16.0,19.2,21.8,,38.2016,127.25024,81.0,0.6
970,철원장흥,2006-09-09,16.0,16.1,17.1,,38.2016,127.25024,88.33333333333333,1.0
970,철원장흥,2006-09-10,16.0,12.4,17.3,,38.2016,127.25024,70.66666666666667,0.8
970,철원장흥,2006-09-11,16.0,14.0,18.1,,38.2016,127.25024,77.66666666666667,0.25
970,철원장흥,2006-09-12,16.0,17.5,21.1,,38.2016,127.25024,75.0,1.2000000000000002
970,철원장흥,2006-09-13,16.0,18.0,23.1,,38.2016,127.25024,71.33333333333333,0.75
970,철원장흥,2006-09-14,16.0,17.6,21.7,,38.2016,127.25024,68.0,0.8
970,철원장흥,2006-09-15,16.0,17.8,20.5,,38.2016,127.25024,74.0,1.15
970,철원장흥,2006-09-16,16.0,19.3,19.9,,38.2016,127.25024,79.0,1.95
970,철원장흥,2006-09-17,16.0,18.0,18.8,,38.2016,127.25024,68.0,3.75
970,철원장흥,2006-09-18,16.0,17.2,17.8,,38.2016,127.25024,78.33333333333333,1.7
970,철원장흥,2006-09-19,16.0,17.1,21.5,,38.2016,127.25024,78.0,0.65
970,철원장흥,2006-09-20,16.0,19.6,23.5,,38.2016,127.25024,78.0,0.5
970,철원장흥,2006-09-21,16.0,20.6,25.2,,38.2016,127.25024,74.0,0.5
970,철원장흥,2006-09-22,16.0,20.3,23.7,,38.2016,127.25024,69.33333333333333,0.75
970,철원장흥,2006-09-23,16.0,18.0,23.0,,38.2016,127.25024,64.66666666666667,0.65
970,철원장흥,2006-09-24,16.0,17.2,22.4,,38.2016,127.25024,65.33333333333333,0.5
970,철원장흥,2006-09-25,16.0,17.0,21.7,,38.2016,127.25024,70.66666666666667,0.25
970,철원장흥,2006-09-26,16.0,18.8,23.4,,38.2016,127.25024,69.33333333333333,0.25
970,철원장흥,2006-09-27,16.0,19.5,24.5,,38.2016,127.25024,70.33333333333333,0.4499999999999999
970,철원장흥,2006-09-28,16.0,18.0,19.5,,38.2016,127.25024,82.0,0.5
970,철원장흥,2006-09-29,16.0,17.6,21.9,,38.2016,127.25024,75.66666666666667,0.35
970,철원장흥,2006-09-30,16.0,17.2,21.5,,38.2016,127.25024,70.33333333333333,0.3
970,철원장흥,2006-10-01,16.0,18.0,21.8,,38.2016,127.25024,65.33333333333333,0.55
970,철원장흥,2006-10-02,16.0,16.9,21.3,,38.2016,127.25024,69.66666666666667,0.35
970,철원장흥,2006-10-03,16.0,17.3,20.3,,38.2016,127.25024,73.33333333333333,0.2
970,철원장흥,2006-10-04,16.0,18.7,21.6,,38.2016,127.25024,71.33333333333333,0.75
970,철원장흥,2006-10-05,16.0,19.0,20.2,,38.2016,127.25024,63.0,2.6
970,철원장흥,2006-10-06,16.0,17.4,20.5,,38.2016,127.25024,60.333333333333336,1.25
970,철원장흥,2006-10-07,16.0,16.7,20.1,,38.2016,127.25024,69.0,0.6
970,철원장흥,2006-10-08,16.0,17.3,20.3,,38.2016,127.25024,77.33333333333333,0.7
970,철원장흥,2006-10-09,16.0,18.1,19.5,,38.2016,127.25024,82.0,0.8
970,철원장흥,2006-10-10,16.0,19.7,22.2,,38.2016,127.25024,74.33333333333333,1.45
970,철원장흥,2006-10-11,16.0,16.4,18.4,,38.2016,127.25024,77.33333333333333,1.05
970,철원장흥,2006-10-12,16.0,11.5,15.0,,38.2016,127.25024,69.66666666666667,0.35
970,철원장흥,2006-10-13,16.0,13.3,15.9,,38.2016,127.25024,74.33333333333333,0.65
970,철원장흥,2006-10-14,16.0,14.5,16.1,,38.2016,127.25024,73.66666666666667,0.6
970,철원장흥,2006-10-15,16.0,15.3,17.6,,38.2016,127.25024,82.0,0.3
970,철원장흥,2006-10-16,16.0,17.1,18.5,,38.2016,127.25024,81.0,0.6000000000000001
970,철원장흥,2006-10-17,16.0,16.8,18.4,,38.2016,127.25024,83.33333333333333,0.55
970,철원장흥,2006-10-18,16.0,16.8,18.8,,38.2016,127.25024,85.66666666666667,0.3
970,철원장흥,2006-10-19,16.0,17.1,17.9,,38.2016,127.25024,87.0,0.8
970,철원장흥,2006-10-20,16.0,15.5,17.3,,38.2016,127.25024,86.66666666666667,1.35
970,철원장흥,2006-10-21,16.0,13.9,16.2,,38.2016,127.25024,80.66666666666667,0.2
970,철원장흥,2006-10-22,16.0,13.3,13.8,,38.2016,127.25024,93.33333333333331,0.95
970,철원장흥,2006-10-23,16.0,10.4,10.3,,38.2016,127.25024,71.33333333333333,5.15
970,철원장흥,2006-10-24,16.0,11.0,11.6,,38.2016,127.25024,63.0,2.6
970,철원장흥,2006-10-25,16.0,10.4,11.2,,38.2016,127.25024,78.33333333333333,0.3
970,철원장흥,2006-10-26,16.0,13.3,14.6,,38.2016,127.25024,77.33333333333333,0.4
970,철원장흥,2006-10-27,16.0,11.5,13.8,,38.2016,127.25024,76.33333333333333,0.5
970,철원장흥,2006-10-28,16.0,11.7,11.8,,38.2016,127.25024,83.33333333333333,0.8
970,철원장흥,2006-10-29,16.0,11.5,13.8,,38.2016,127.25024,78.33333333333333,0.35
970,철원장흥,2006-10-30,16.0,9.2,9.5,,38.2016,127.25024,71.66666666666667,0.25
970,철원장흥,2006-10-31,16.0,10.8,11.0,,38.2016,127.25024,81.33333333333333,0.55
970,철원장흥,2006-11-01,16.0,12.6,13.7,,38.2016,127.25024,82.33333333333333,0.3
970,철원장흥,2006-11-02,16.0,10.8,11.5,,38.2016,127.25024,82.66666666666667,0.25
970,철원장흥,2006-11-03,16.0,10.2,10.2,,38.2016,127.25024,84.33333333333333,0.65
970,철원장흥,2006-11-04,16.0,13.4,12.0,,38.2016,127.25024,77.66666666666667,0.8999999999999999
970,철원장흥,2006-11-05,16.0,12.3,12.8,,38.2016,127.25024,57.333333333333336,2.15
970,철원장흥,2006-11-06,16.0,4.7,5.6,,38.2016,127.25024,65.66666666666667,1.9
970,철원장흥,2006-11-07,16.0,2.8,2.9,,38.2016,127.25024,52.333333333333336,2.1
970,철원장흥,2006-11-08,16.0,12.7,10.3,,38.2016,127.25024,71.0,3.75
970,철원장흥,2006-11-09,16.0,11.5,11.7,,38.2016,127.25024,55.0,1.9
970,철원장흥,2006-11-10,16.0,5.0,5.5,,38.2016,127.25024,57.0,0.7
970,철원장흥,2006-11-11,16.0,2.6,5.8,,38.2016,127.25024,72.33333333333333,0.5
970,철원장흥,2006-11-12,16.0,1.9,2.7,,38.2016,127.25024,63.333333333333336,0.75
970,철원장흥,2006-11-13,16.0,7.6,5.9,,38.2016,127.25024,81.66666666666667,0.95
970,철원장흥,2006-11-14,16.0,4.0,4.2,,38.2016,127.25024,53.0,1.4
970,철원장흥,2006-11-15,16.0,4.3,4.8,,38.2016,127.25024,62.333333333333336,1.85
970,철원장흥,2006-11-16,16.0,-0.1,1.3,,38.2016,127.25024,62.333333333333336,0.6
970,철원장흥,2006-11-17,16.0,1.3,1.7,,38.2016,127.25024,72.0,0.3
970,철원장흥,2006-11-18,16.0,2.9,3.4,,38.2016,127.25024,76.0,0.15
970,철원장흥,2006-11-19,16.0,5.1,5.9,,38.2016,127.25024,75.0,0.1
970,철원장흥,2006-11-20,16.0,4.1,3.6,,38.2016,127.25024,78.0,0.3
970,철원장흥,2006-11-21,16.0,6.1,5.1,,38.2016,127.25024,81.66666666666667,1.0
970,철원장흥,2006-11-22,16.0,4.4,3.4,,38.2016,127.25024,67.33333333333333,0.8999999999999999
970,철원장흥,2006-11-23,16.0,6.1,5.4,,38.2016,127.25024,61.333333333333336,2.75
970,철원장흥,2006-11-24,16.0,5.0,5.3,,38.2016,127.25024,58.333333333333336,1.5
970,철원장흥,2006-11-25,16.0,3.8,3.9,,38.2016,127.25024,73.66666666666667,0.25
970,철원장흥,2006-11-26,16.0,8.0,7.6,,38.2016,127.25024,69.66666666666667,1.25
970,철원장흥,2006-11-27,16.0,7.5,6.3,,38.2016,127.25024,80.66666666666667,2.4
970,철원장흥,2006-11-28,16.0,3.4,2.9,,38.2016,127.25024,83.33333333333333,0.8
970,철원장흥,2006-11-29,16.0,-0.6,0.2,,38.2016,127.25024,68.33333333333333,0.55
970,철원장흥,2006-11-30,16.0,0.5,0.3,,38.2016,127.25024,83.66666666666667,0.8999999999999999
970,철원장흥,2006-12-01,16.0,0.1,0.3,,38.2016,127.25024,81.66666666666667,0.8999999999999999
970,철원장흥,2006-12-02,16.0,-3.5,-4.9,,38.2016,127.25024,57.0,2.45
970,철원장흥,2007-02-02,2.0,-7.8,-6.3,,38.2016,127.25024,59.66666666666666,0.5
970,철원장흥,2007-08-14,31.0,25.3,25.3,,38.2016,127.25024,90.66666666666669,0.85
970,철원장흥,2007-08-15,1.0,25.2,26.3,,38.2016,127.25024,87.66666666666667,0.75
970,철원장흥,2007-08-19,51.0,25.2,27.1,,38.2016,127.25024,86.66666666666667,0.4
970,철원장흥,2007-08-20,3.0,25.0,25.7,,38.2016,127.25024,87.33333333333333,0.75
970,철원장흥,2007-08-22,29.0,25.7,29.8,,38.2016,127.25024,77.66666666666667,0.25
970,철원장흥,2007-08-23,6.0,24.0,32.3,,38.2016,127.25024,76.66666666666667,0.15
970,철원장흥,2008-08-18,30.0,22.9,23.4,,38.2016,127.25024,90.33333333333331,0.9
970,철원장흥,2008-08-19,23.0,23.5,26.3,,38.2016,127.25024,73.66666666666667,1.2
970,철원장흥,2008-08-20,21.0,21.4,25.2,,38.2016,127.25024,81.66666666666667,0.3
970,철원장흥,2008-08-21,19.0,21.9,25.7,,38.2016,127.25024,63.0,0.5
970,철원장흥,2008-08-22,23.0,18.7,19.6,,38.2016,127.25024,88.0,0.65
970,철원장흥,2008-08-23,24.0,21.7,23.2,,38.2016,127.25024,78.33333333333333,1.2
970,철원장흥,2008-08-24,21.0,22.4,25.3,,38.2016,127.25024,76.66666666666667,0.25
970,철원장흥,2008-08-25,19.0,23.6,27.2,,38.2016,127.25024,75.66666666666667,0.35
970,철원장흥,2008-08-26,18.0,22.1,26.7,,38.2016,127.25024,71.33333333333333,0.7
970,철원장흥,2008-08-27,12.0,22.0,26.6,,38.2016,127.25024,72.66666666666667,0.5
970,철원장흥,2009-08-01,100.0,24.3,27.7,,38.2016,127.25024,82.0,0.2
970,철원장흥,2009-08-03,13.0,24.1,25.1,,38.2016,127.25024,81.0,0.15
970,철원장흥,2009-08-12,35.0,24.2,23.1,,38.2016,127.25024,84.0,0.95
970,철원장흥,2009-08-13,13.0,25.5,26.6,,38.2016,127.25024,77.66666666666667,0.25
970,철원장흥,2009-08-27,34.0,23.2,23.7,,38.2016,127.25024,83.66666666666667,1.0
970,철원장흥,2009-08-28,13.0,22.6,24.4,,38.2016,127.25024,75.33333333333333,0.6000000000000001
970,철원장흥,2009-12-05,29.0,-1.7,-1.3,1.25,38.2016,127.25024,68.33333333333333,1.9
970,철원장흥,2009-12-06,14.0,-6.3,-5.7,4.6,38.2016,127.25024,52.333333333333336,1.6
970,철원장흥,2009-12-13,26.0,-0.5,0.1,3.27,38.2016,127.25024,84.0,0.6499999999999999
970,철원장흥,2009-12-14,23.0,-3.0,-3.4,,38.2016,127.25024,62.66666666666666,0.6499999999999999
970,철원장흥,2009-12-15,17.0,-5.7,-5.6,,38.2016,127.25024,44.66666666666666,1.4
970,철원장흥,2009-12-16,9.0,-8.6,-7.3,3.9,38.2016,127.25024,55.333333333333336,1.4500000000000002
970,철원장흥,2010-05-25,25.0,14.7,14.2,,38.2016,127.25024,89.66666666666667,1.05
970,철원장흥,2010-05-26,23.0,15.7,17.5,,38.2016,127.25024,66.33333333333333,2.6
970,철원장흥,2010-05-27,22.0,16.6,21.6,,38.2016,127.25024,68.33333333333333,1.0
970,철원장흥,2010-05-28,21.0,17.5,19.4,9.75,38.2016,127.25024,80.0,1.15
970,철원장흥,2010-05-29,21.0,17.6,19.1,,38.2016,127.25024,74.66666666666667,1.4
970,철원장흥,2010-05-30,20.0,16.7,21.5,,38.2016,127.25024,70.33333333333333,1.2999999999999998
970,철원장흥,2010-05-31,20.0,17.0,20.5,,38.2016,127.25024,58.0,1.4
970,철원장흥,2010-06-01,19.0,17.4,24.6,,38.2016,127.25024,55.333333333333336,0.9
970,철원장흥,2010-06-02,18.0,18.7,26.1,,38.2016,127.25024,59.66666666666666,1.1
970,철원장흥,2010-06-03,17.0,19.9,28.1,,38.2016,127.25024,68.33333333333333,1.1
970,철원장흥,2010-06-04,16.0,21.2,29.1,,38.2016,127.25024,67.0,1.15
970,철원장흥,2010-06-05,15.0,22.0,28.5,,38.2016,127.25024,63.0,0.9
970,철원장흥,2010-06-14,26.0,21.9,22.3,,38.2016,127.25024,90.0,0.55
970,철원장흥,2010-06-15,23.0,24.4,25.2,17.22,38.2016,127.25024,76.33333333333333,1.25
970,철원장흥,2010-06-16,21.0,22.2,23.3,,38.2016,127.25024,77.66666666666667,1.65
970,철원장흥,2010-06-17,20.0,22.9,23.2,,38.2016,127.25024,83.0,0.8
970,철원장흥,2010-06-18,20.0,25.4,29.7,,38.2016,127.25024,68.66666666666667,1.25
970,철원장흥,2010-06-19,19.0,21.8,21.7,6.0,38.2016,127.25024,90.66666666666669,1.05
970,철원장흥,2010-06-20,20.0,23.2,26.1,13.61,38.2016,127.25024,81.0,1.25
970,철원장흥,2010-06-21,19.0,22.7,28.2,14.33,38.2016,127.25024,76.0,1.25
970,철원장흥,2010-06-22,18.0,19.4,22.7,6.26,38.2016,127.25024,80.33333333333333,0.7
970,철원장흥,2010-06-23,18.0,20.2,28.0,19.38,38.2016,127.25024,67.33333333333333,1.2000000000000002
970,철원장흥,2010-06-24,17.0,22.2,30.8,18.92,38.2016,127.25024,70.33333333333333,0.55
970,철원장흥,2010-06-25,15.0,24.9,32.2,17.45,38.2016,127.25024,64.66666666666667,0.8500000000000001
970,철원장흥,2010-10-04,25.0,13.2,14.4,,38.2016,127.25024,85.0,1.25
970,철원장흥,2010-10-05,24.0,13.3,16.7,,38.2016,127.25024,85.0,0.6
970,철원장흥,2010-10-06,23.0,13.4,16.4,,38.2016,127.25024,85.0,0.6499999999999999
970,철원장흥,2010-10-07,23.0,14.3,17.4,,38.2016,127.25024,84.0,0.55
970,철원장흥,2010-10-08,22.0,16.2,16.8,,38.2016,127.25024,82.66666666666667,1.2999999999999998
970,철원장흥,2010-10-09,22.0,16.9,19.3,,38.2016,127.25024,79.33333333333333,0.95
970,철원장흥,2010-10-10,21.0,15.3,17.8,,38.2016,127.25024,87.0,0.55
970,철원장흥,2010-10-11,20.0,15.0,16.9,,38.2016,127.25024,95.0,0.3
970,철원장흥,2010-10-12,20.0,16.3,17.5,,38.2016,127.25024,87.66666666666667,1.2
970,철원장흥,2010-10-13,20.0,14.9,16.6,,38.2016,127.25024,84.66666666666667,1.0
970,철원장흥,2010-10-14,20.0,14.3,17.4,,38.2016,127.25024,76.66666666666667,1.0
970,철원장흥,2010-10-15,19.0,10.8,14.6,,38.2016,127.25024,63.0,1.25
970,철원장흥,2010-10-16,19.0,13.4,14.2,,38.2016,127.25024,72.0,2.0
970,철원장흥,2010-10-17,18.0,11.8,15.5,,38.2016,127.25024,71.0,0.55
970,철원장흥,2010-10-18,17.0,10.1,13.4,,38.2016,127.25024,73.33333333333333,0.55
970,철원장흥,2010-10-19,17.0,12.8,14.0,,38.2016,127.25024,79.66666666666667,0.7
970,철원장흥,2010-10-20,17.0,11.9,13.0,,38.2016,127.25024,86.0,0.55
970,철원장흥,2010-10-21,17.0,12.7,13.2,,38.2016,127.25024,79.0,0.8500000000000001
970,철원장흥,2010-10-22,17.0,13.1,15.8,,38.2016,127.25024,79.0,0.45
970,철원장흥,2010-10-23,16.0,13.2,14.5,,38.2016,127.25024,82.0,0.6
970,철원장흥,2010-10-24,16.0,14.0,16.1,,38.2016,127.25024,79.0,0.6499999999999999
970,철원장흥,2010-10-25,16.0,9.0,11.9,,38.2016,127.25024,59.66666666666666,1.4500000000000002
970,철원장흥,2010-10-26,15.0,2.2,7.1,,38.2016,127.25024,44.0,1.75
970,철원장흥,2011-03-01,25.0,0.3,-2.0,1.67,38.2016,127.25024,82.0,0.85
970,철원장흥,2011-03-02,21.0,-3.7,-1.0,8.26,38.2016,127.25024,55.66666666666666,1.3
970,철원장흥,2011-03-03,15.0,-3.9,-0.3,9.73,38.2016,127.25024,56.333333333333336,1.1
970,철원장흥,2011-05-11,26.0,16.9,14.8,7.51,38.2016,127.25024,74.66666666666667,1.75
970,철원장흥,2011-05-12,23.0,15.6,14.0,6.76,38.2016,127.25024,67.66666666666667,1.7
970,철원장흥,2011-05-13,22.0,15.7,15.9,16.48,38.2016,127.25024,46.333333333333336,2.65
970,철원장흥,2011-05-14,20.0,16.8,18.9,17.17,38.2016,127.25024,40.333333333333336,2.1
970,철원장흥,2011-05-15,18.0,17.5,19.2,15.01,38.2016,127.25024,48.0,2.35
970,철원장흥,2011-05-16,17.0,14.8,17.8,13.05,38.2016,127.25024,59.333333333333336,1.0
970,철원장흥,2011-05-17,16.0,15.1,21.0,16.27,38.2016,127.25024,50.66666666666666,0.8500000000000001
970,철원장흥,2011-05-18,15.0,17.5,17.5,10.52,38.2016,127.25024,57.0,1.0
970,철원장흥,2011-06-29,64.0,20.7,,,38.2016,127.25024,,9.65
970,철원장흥,2011-06-30,9.0,22.4,21.2,52.79,38.2016,127.25024,91.66666666666669,1.3
970,철원장흥,2012-08-15,33.0,22.2,22.1,1.48,38.2016,127.25024,91.33333333333331,1.95
